Text,Review
实际增速表现最差的三个行业是采矿业、农业、林业、牧业、渔业以及娱乐休闲行业，年化增速分别为1.1%、1.4%和2.5%。,2
制造业各细分行业的增长也体现出较为明显的结构性差异。,0
从大类来看，耐用品制造业的增长明显高于非耐用品制造业。,0
1958年至1968年，计算机电子制造业的增加值以每年8.1%的速度增长，增速领先于其他行业。,1
其他发展较快的行业包括塑料橡胶制品业、电气设备行业和汽车及零部件行业，年均增速分别为7.6%、7.0%和6.9%。,1
年均增速较低的行业多为非耐用品行业或传统制造业，石油煤炭行业年均增速仅为2.1%，传统制造业中的基本金属及非金属矿物制品行业年均增速也仅为3.0%和4.2%。,2
从美国企业的利润构成情况来看，各行业所实现利润的比重出现了变化，美国企业利润的主要来源也有所调整。制造业、金融地产、批发零售以及公用事业成为对美国企业利润贡献最大的四个市场。,0
具体来看，截至1968年底，制造业利润占比下降至45.2%，低于1957年的49.5%；金融地产利润占比由14.7%小幅提升至16.5%；批发零售利润占比由1957年的9.2%上升至12.3%，上升幅度为3.1个百分点，成为第三大利润来源；公用事业的利润占比在此期间先升后降，1968年为9.8%，较1957年的10.3%并未出现明显下降。,0
其他行业或市场方面，海外市场利润占比略有下降，为9.3%，而服务业实现的利润增长明显，利润占比由1.4%上升至3.7%。,1
与服务类企业利润占比上升趋势相反，采矿业企业利润占比持续下降，1968年，所有采矿业企业实现的利润占比为1.0%，较1957年下降了2.2个百分点，是除制造业外降幅最为明显的行业。,2
1958年至1968年，美国全部企业利润年均增长9.1%。,1
由于农业、林业、牧业、渔业在1957年仅实现了500万美元的利润，在基数效应下，1958年至1968年农业、林业、牧业、渔业的利润年均增速高达218.2%，远远高于其他行业的增速。,1
除农业、林业、牧业、渔业外，年均增速较高的行业为服务业和建筑业，服务业企业的利润年均增长38.3%，建筑业企业的年均利润增速达到19.5%。,1
虽然公用事业、制造业、海外市场以及采矿业企业利润的年均增速均不及美国全部企业的利润增速，并由此导致了其行业或市场利润占比出现了不同程度的下降，但其中，仅有采矿业利润出现了负增长，其他三个行业或市场1968年所实现的利润均较1957年有大幅的增长。,2
即使是从企业利润的增速来看，耐用品制造业的发展仍然要好于非耐用品制造业，耐用品制造业整体的年均利润增速为8.2%，不仅高于非耐用品的6.8%，同时也高于制造业整体的7.5%的年均增速。,1
具体来看，利润增速最高的细分行业为木制品制造业，企业利润年均增长37.2%；纺织服装业紧随其后，年均利润增速为34.4%；仪器仪表制造业利润增速也相对较高，年均增长幅度为19.3%。,1
利润增长幅度较低的三个行业为石油煤炭、非金属矿物制品以及基本金属。其中，基本金属的年利润增速为-1.1%，是1958年至1968年间唯一出现负增长的制造业细分行业。,1
从盈利能力的角度来看，1959年至1968年，美国上市公司的资产收益率（Return on Equity，ROE）整体呈上升趋势。到1968年底，全部美股ROE（滚动12个月，即最近的连续12个月）为11.6%，较1959年的8.0%提升了3.6个百分点（见图2-20）。,1
具体来看，美股ROE的上涨主要集中在1962至1965年，这一时期位于第一次美元危机后和越南战争爆发前。,0
美国经济在此期间保持快速增长，同时物价水平稳定，CPI指数维持在低位。高增长低通胀为企业提供了良好的成长环境，上市公司快速发展，美股利润增速稳定且较高。,1
美国上市公司的盈利能力在这一阶段显著提升，全部美股ROE由1961年底的9.4%上升至1965年底的12.4%。,1
整体来看，1958至1968年标普500指数的市盈率（PE）小幅提升，至1968年底达到了18.1倍，较1957年底的11.8倍上升了53.4%（见图2-21）。,1
一般来说，影响估值变动的主要因素有两个：一个是基本面，另一个是利率。,0
1958至1968年，长期利率整体呈上升趋势，美国10年期国债收益率从1957年底的3.2%提升至1968年底的6.2%，上升幅度达到了300个基点（见图2-22）。,0
在这种情况下，标普500指数的估值水平整体出现了提升，其间经历了四轮上涨和三次调整，走势呈现出明显的周期性，显然受到了基本面波动的影响。,1
具体来看，标普500指数估值的提升主要发生在1958年、1961年、1963年以及1967年，这些年份也是美国经济好转或增长加速的时期。20世纪60年代，美股市值最大的公司中，除了能源公司依旧数量最多外，一批消费和科技类公司开始崭露头角（见表2-1）。具体来说：,1
20世纪60年代初，股市出现了继1929年大萧条后的第一次“泡沫”行情，即“电子热”行情。此期间，市场上小市值的成长股，尤其是带有“tron”或“onics”后缀的公司，受到热烈追捧，股价涨幅巨大。,0
在经历了短暂的休整后，从1965年到1967年，科技股迎来了第二波浪潮。,0
20世纪60年代是美国历史上的第三次“并购浪潮”。这一时期，“并购联合体”企业集团成为股市行情的一道独特风景线。,0
20世纪50年代末至60年代初，美国股市出现了继第二次世界大战后的第一次“泡沫”行情。这是自 1929 年股市“大泡沫”后，时隔近 30 年后第一次在很多文献中被称作为“泡沫 。,2
这一泡沫行情的特征是以小市值成长股为主，其中“电子热”尤为显著。,0
所谓“电子热”指的是一大批公司名称带有“tron”或“onics”后缀的公司，如Astron、Dutron、Vulcatron、Transitron，受到市场的热烈追捧，股价涨幅巨大，成为主题炒作的热点。,0
“电子热”泡沫在1962年开始破灭，大多数以“tronics”命名的公司股价大幅下跌。,0
许多“tronics”电子公司最终消失，现如今很难找到其历史信息。,0
有更多的“tronics”电子公司实际上后来都消失了，在目前人们都很难再找到其历史信息。,2
例如，波顿电子公司（Boonton Electronics）的股价从1961年的高点24.5美元跌至1.62美元。,2
相比之下，20世纪60年代的第二波科技股行情具有更强的基本面支持，上涨幅度更大。,1
1965年至1967年的科技股行情主要集中在消费电子领域。,0
涨幅较大的公司包括米罗华公司（Magnavox）、宝丽来公司（Polaroid）和真力时无线电公司（Zenith Radio）等，这些公司在10年内都有超过10倍的收益率。,1
1917年，彼得·雅各布斯（Peter Y. Gorski）和埃德温·普里汉姆（Edwin Pridham）在加利福尼亚州纳帕成立了“商用无线开发公司”，后更名为米罗华（Magnavox）。,0
后更名为米罗华（Magnavox），米罗华公司最初专注于通信和音响设备，magnavox 一词在拉丁文里含意是“响亮的 声音 。,0
第一次世界大战期间开发了用于抗噪音和防水的话机，随后转向无线电和留声机领域。,0
20世纪60年代，米罗华生产了第一批等离子显示器规格的产品。,0
1972年，米罗华推出了家庭用电子游戏机“米罗华奥德赛”（Odyssey），销售超过33万台。,0
1974年，米罗华被飞利浦公司（Royal Philips）收购。,0
1926年，宝丽来公司创始人爱德华·兰德（Edward Land）中断哈佛大学的学业，开始光学研究,0
1937年，爱德华·兰德和乔治·威尔怀特（George Wheelwright）创立了宝丽来公司。,0
早期以生产太阳镜和光学技术为主，二战后转向照相设备。,0
1947年，兰德发明了世界上第一种即时成像系统，一年后推出了即时成像相机和专用胶卷。,0
20世纪50年代到70年代，宝丽来公司在美国红极一时。,0
1960年，宝丽来发布了第一款自动曝光相机Model 900。,0
1972年，宝丽来公司生产了SX-70袖珍型即时成像相机，风靡全球。,0
2001 年，宝丽来公司宣告破产。,2
2005 年，该公司被明尼苏达州企业派特斯全球集团买下。,0
2008年2月，宝丽来公司宣布停止生产底片，转而专注于数码相机业务。,0
真力时无线电公司曾是一家美国消费电子产品制造商，主要生产广播电视接收器及其他消费电子产品。,0
公司是电视订阅服务和现代无线遥控器的发明者，并于1927年推出了按钮调音键。,0
1939年，真力时推出了第一台电视机，并于1948年销售了第一台商用电视机。,0
公司还发明了无线遥控和调频多路立体声等技术。进入20世纪60年代，美国的人口结构发生了重大变化，第一批“婴儿潮”（baby boom）出生的孩子开始逐渐长大，导致育龄人口占比大幅上升（见图2-28）。,0
1945 年第二次世界大战结束后，大批美国军人回国，从而使 1946 年成为美国“婴儿潮”的开始。,0
从1946年到1964年，这18年间“婴儿潮”出生人口达7600万人，这一人群被称为“婴儿潮一代”。,0
除了上述领域，商贸零售、食品饮料等非耐用消费品在此期间也表现出色。例如，当时最大的百货零售公司西尔斯-罗巴克公司（Sears and Roebuck，见图2-30）,1
在1931年其零售业务营业额首次超过邮购营业额。,1
西尔斯公司在其百余年的发展历史中，自20世纪初期一直稳居美国零售业第一的位置。,1
然而，随着超级市场、仓储商店和便利店等新型业态的发展，百货商店的地位逐渐下降。,1
到20世纪90年代初，以折扣店起家的沃尔玛公司（Wal-Mart）超越了西尔斯公司。,0
西尔斯公司于2005年收购了美国大型连锁超市Kmart，形成了美国第三大零售业集团。,0
2018年10月15日，西尔斯公司正式向美国破产法院申请破产保护。,0
在1958至1968年间，美国的纺织服装业表现出乎意料地强劲（见图2-24）。,1
虽然一般观点认为，美国的纺织服装业在1950年后逐渐衰退，但在20世纪60年代和70年代，这一行业出现了一次复兴。,1
纺织业复兴的原因包括“婴儿潮”带来的需求激增和生产效率的大幅提高。,0
从1960到1973年，美国纺织工业的职工人数基本保持不变，但纤维消费量增加了一倍，推动了生产率的显著提升。这些技术进步包括化学纤维的应用、天然纤维的化学变性、专用非织造材料的出现以及生产工艺的自动化等。,0
在当时，美国美股市值最大的纺织企业是伯灵顿工业公司（Burlington Industries）。,0
到20世纪70年代，伯灵顿公司开始将消费者作为主要客户（B2C端业务）。1972年，公司推出了几款以自己名字命名的产品，包括毛巾、毯子、男式袜子、女式袜子、床单和窗帘等。,0
1903年，莱特兄弟（Wright Brothers）在美国成功试飞，标志着人类进入航空时代。,0
1914年，美国首条定期航线开航。,0
此后，美国航空业迅猛发展。1925年，美国联邦政府通过《1925年凯利航空邮政法》（1925 Kelly Air Mail Act），授权邮政局全面负责航空邮运等相关事务，开启了美国联邦政府制定民航政策的历程。,1
1926年，美国出台《航空商务法》（Air Commerce Act），在商务部内部成立航空商务局，对飞机、飞行员、航路等进行行政许可管理，助力民航业发展。,0
美国的机场数量从1912年的20座增加到1927年的1036座，再增加到1937年的2299座。,1
20世纪30年代，美国航空业竞争加剧，许多航空公司抱怨这种竞争加剧。1938年，美国国会通过《民用航空法》（Civil Aeronautics Act），设立了民用航空局（CAA），包括负责航空公司经济管制的民航署、负责独立事务调查的航空安全委员会及主管航路系统建设、运营及维护的部门。,0
《民用航空法》终结了民航运输企业的“自由市场”，开始对航空安全、航线准入、价格等进行管制，核心内容包括严格限制新企业进入市场、禁止企业合并以及控制运价。直到1978年《1978年撤销航空管制法案》（Airline Deregulation Act of 1978）通过，美国航空业才进入了较少管制的垄断竞争状态。,0
此时，新型喷气式飞机的广泛使用使航空业迅速发展，但民航委员会基本禁止了新航空公司进入市场。,0
同时，航空管制设定了机票价格下限来限制价格竞争，加上国际原油价格低迷，使在位的航空公司获得了丰厚的利润。,1
在1958至1968年期间，航空股表现强劲，达美航空公司（Delta Air Lines Inc.）在这一时期的涨幅在标普500所有成分股中排名第一，泛美航空公司（Pan American World Airways）也表现出色（见图2-31）。,1
联合体是在一个企业集团下经营完全不同行业的多个业务实 体的组合，通常包括一个母公司和许多子公司。,0
一般认为，20 世纪 60 年代出现了美国的第三次“并购浪潮”。,0
第三次“并购浪潮”涉及完全不同行业的多个业务实体的组合，通常包括一个母公司和许多子公司。,0
这次浪潮与此前有所不同，主要是追求大企业的多元化经营，而不是单纯的纵向或横向并购。,0
相关研究表明，20世纪60年代发生并购行为的上市公司股价普遍表现出明显的超额收益，表明市场对企业多样化经营行为给予了奖励。,0
此期间非常著名的联合体企业包括林-泰姆科-沃伊特公司（Ling-Temco-Vought，简称LTV）、国际电话电报公司（International Telephone & Telegraph，简称ITT）、利顿工业公司（Litton Industries）等，这些公司股价表现惊人。,1
林-泰姆科-沃伊特公司（LTV）是美国一家大型企业集团，主要活动时期在1960至2000年。其业务领域涉及航空、电力、钢铁制造、体育用品、肉类包装、汽车租赁和制药等多个行业。1947年，林氏电子公司（Ling Electric Company）由吉米·林（Jimmy Lin）创办。,0
1958年，林氏电子公司收购了泰姆科电器公司（Temco Aircraft），并接管了沃伊特飞机制造公司（Vought Aerospace Firm），从而构建了林-泰姆科-沃伊特公司（LTV）。当时，LTV在《财富》500强企业中排名第158位。,0
随后，LTV公司经历了多次并购和重组，到1969年，在《财富》500强企业中排名上升至第14位。,0
到1986年7月，LTV公司申请破产保护。当时公司的总资产为1.4亿美元，债务为4.59亿美元，这成为当时美国历史上最大的破产案。,2
国际电话电报公司成立于1920年。在20世纪60年代，该公司完成了超过300起收购。,0
从1955年到1976年，国际电话电报公司的营业收入从7.7亿美元提高到64亿美元，成为美国的工业巨头。,1
利顿工业公司成立于1953年，最初是一家电子制造公司，生产导航、通信和电气设备。,0
后来，它采取了多元化经营战略，成为一家大型企业，拥有大型造船厂和微波炉制造企业等。,0
利顿工业公司在20世纪60年代的联合体企业集团行情中被视为“龙头”，股价曾一度超过20倍（见图2-32）。,1
当时，类似利顿工业公司这样的联合体企业往往表现非常突出。公司通过大量的兼并，既实现了高成长，又通过兼并收购相对估值较低的公司，进一步推动了股价上涨。,1
这一过程与中国A股市场2015年的大量外延式并购非常相似。,0
然而，通过并购实现的成长性总是有限的。当1968年利顿工业公司首次宣布其企业利润下降时，股价出现了大幅下挫。这一时期被视为股市中不太愉快的阶段，也常被用作反面教材，道琼斯工业指数在超过10年的时间里几乎没有任何进展（见图3-1）。,2
20世纪60年代美国经济面临多种挑战，包括频繁的美元危机和失控的通货膨胀。到了70年代，这些问题开始集中爆发。,2
1971年，理查德·尼克松总统强力推行新经济政策，一方面终结了布雷顿森林体系，另一方面通过工资和物价管控使通货膨胀出现下降。,2
经济似乎开始回暖，但1973年的第一次石油危机打破了这一趋势。,2
整个70年代，滞涨成为美国经济的代名词，人们对传统的凯恩斯主义经济学表示厌倦，呼吁变革，最终迎来了罗纳德·里根总统。,2
70年代的石油危机虽然伤害了美国经济，但也成就了石油企业，能源板块成为涨幅最大的板块。,0
由于高通胀和加税，消费股的表现不佳，滞涨成为经济的主要特点。,0
1969年，股票市场受到了多方面的影响：一是越南战争，美国在1968年底停止了对越南北方的轰炸，1969年初与越南开始谈判，进入边打边谈的阶段；,0
二是通货膨胀问题，1969年1月中旬，美国大型商业银行连续三次上调最优惠贷款利率，达到了7%的历史最高水平。,0
股市在1969年1月小幅下挫，1969年1月20日，理查德·尼克松就任美国总统，人们期望他能成为和平的缔造者。自1月中旬到2月上旬，市场小幅回升。,2
然而，从2月中旬开始，国会逐步限制集团型企业的并购及其他行为，导致集团型企业的股价持续下跌，并拖累了大盘。,2
同年2月中旬，美国国会的听证会引发了市场的急速下跌。,2
财政部部长大卫·肯尼迪和总统首席经济政策顾问保罗·麦克拉肯表达了对上年开征的10%附加税是否会在当年取消的悲观预期，同时对投资税收抵免表示担忧，进一步加重了加税的预期。,2
此外，保罗·麦克拉肯还表示需要通过收紧货币政策来抑制通货膨胀,0
而美联储则表示将通过提高存款准备金率和贴现利率来控制通货膨胀。,0
1969年2月中下旬，股市出现了急剧下跌，道琼斯工业指数从953点跌至900点。,2
1969年3月初，市场开始企稳。,1
尽管利率上行的趋势依然没有结束，同年3月中旬，纽约电信公司的信用评级为AAA，发行债券利率达到了7.47%，这是贝尔系统公司73年来的最高利率水平。,0
同年4月3日，美联储将贴现利率从5.5%提高到了6.0%，同时提高了存款准备金率。,0
到4月，投资税收抵免被废止。,0
然而，从3月初到4月下旬，在一系列加税和加息的负面因素影响下，股市并没有下跌，而是震荡略微上涨，主要原因是越南战争谈判的进展带来了和平的希望。,1
特别是在4月，有消息传出“巴黎和谈”取得了进展，使得股市在4月底到5月上旬出现了一波上涨的“脉冲”。,1
但这一波上涨很快结束，理查德·尼克松总统的电视讲话令市场失望，和平协议看似又变得遥不可及。,2
1969年3月20日，加利福尼亚发生了反战游行，随后这一现象扩展到其他地区。,0
同年6月8日，理查德·尼克松总统宣布第一次撤军。除了越南战争，国内的经济问题也愈发棘手。,2
利率持续上升，到1969年6月，商业银行的最优惠贷款利率达到了8.5%。此时，工资物价螺旋式通货膨胀现象开始出现，政府开始呼吁自愿控制工资和价格。,2
海外国家的利率也在不断攀升，同年6月底，法国将贴现利率从6.0%提高到了7.0%，联邦德国将贴现利率从4.0%提高到了5.0%。,0
同年7月初，国会通过了延长10%附加税的法案。,0
1969年7月24日，美联储修订了储备银行准备金规则，要求相关银行接受的海外银行签发的票据被纳入存款准备金计算，这等于收紧了相关业务。,0
在政策持续收紧的情况下，同年6月至7月美股大跌，道琼斯工业指数从高点975点跌至低点802点，跌幅近20%。,2
在这段时间内，美国宇宙飞船“阿波罗11号”于1969年7月21日成功登月，实现了人类登上月球的梦想。,0
1969年7月24日，“阿波罗11号”飞船在太平洋夏威夷西南海域安全降落，圆满完成了人类第一次载人登月飞行。,0
此后，美国又相继发射了6次“阿波罗”号飞船，其中5次成功，共有12名宇航员登上月球。,0
同年7月25日，美国总统理查德·尼克松在关岛提出“新亚洲政策”，也被称为“尼克松主义”，标志着美国在调整对外政策的战略重点。,0
股市在1969年7月底至8月初开始企稳。,1
同年8月初，市场盛传摩根担保信托公司计划降低商业贷款利率，随后其他银行也传出类似消息，引发了股市上涨。,1
同年8月8日，法国法郎大幅贬值12.5%。,2
8月13日，决定对商业银行的海外美元资金采用与国内不同的准备金政策，表现出货币政策放松的迹象。,0
同年9月4日，《1969年税收改革法案》正式签署，该法案主要针对高收入人群的税收征收不足问题，属于加税的一种形式。,0
同年9月，由于大量国际资本流入联邦德国，货币投机导致了联邦德国外汇市场动荡。,0
股市从7月底到10月初处于低位震荡的过程中，道琼斯工业指数从7月底的802点回升到10月初的同样水平。,1
1969年10月初，两个事件引发了市场的反弹，市场从10月中旬到11月上旬出现了回升。,1
美国参议院在讨论“越南战争和谈”时提到有“突破性”进展，使市场看到了和平的希望；另一方面，急剧上升的失业率让市场预期货币紧缩的高峰可能已过去。,0
这波反弹中，道琼斯工业指数从802点上涨至最高863点。,1
1969年11月3日，理查德·尼克松总统发表讲话，宣布实施越南战争“越南化”计划。,0
他一如既往地批评反战示威人士，声明他的政府不会屈服于示威者的要求而立即从越南撤军。,0
尼克松呼吁“沉默的大多数”支持他，努力实现“公正、持久的和平”。,0
尽管这个讲话在政治层面非常成功，反战运动趋于平静，但从市场角度来看，这意味着战争短期内难以结束。,0
股市从1969年11月初开始下滑。1969年11月，之前已经基本平稳运行半年的利率再度大幅上升，股市随之下跌。,2
基本面上，NBER事后确定1969年12月美国经济正进入衰退。,2
道琼斯工业指数从1969年11月初的高点863点跌至12月中旬的最低765点，同年12月下旬市场小幅反弹。,2
1969年底，道琼斯工业指数最终收于800点，全年下跌15.2%。,2
进入1970年，美国经济在高通胀环境中进入衰退，利率持续上行，解决通胀问题成为当务之急。,2
1月有两个因素导致股市下跌：一是理查德·尼克松总统提出要平衡政府预算，这意味着许多部门需要削减财政预算，包括五角大楼和美国国家航空航天局（NASA）；,0
二是大规模的工人工资调整问题，预计有约500万名工人需要调整工资合同，而1969年这一数字为200万名。,0
工资通胀的螺旋上升意味着工人工资调整成为通胀的巨大风险。,0
非通胀年份中，工资调整幅度一般为每年3%~4%，而1969年上半年这一数字上升到了8%，1970年已有企业员工提出未来三年工资上涨73%的诉求。,0
与此同时，1月20日，美联储宣布提高商业银行存款的最高允许利率。,0
美股在1月单边下行，道琼斯工业指数从800点下跌至月底的744点。,2
与此同时，1月20日，美联储宣布提高商业银行存款的最高允许利率。,0
美股在1月单边下行，道琼斯工业指数从800点下跌至月底的744点。,2
股市在1970年2月初开始企稳，并在2月和3月间出现了一小波反弹。,1
市场反弹的催化剂主要是美联储换了新主席。1970年2月1日，阿瑟·伯恩斯正式就任美联储主席，市场预期货币政策可能会有所宽松。,0
2月7日，在国会银行委员会听证会上，伯恩斯表示将用尽所有手段避免经济衰退。,0
实际上，同年2月开始，美国市场利率出现了快速下行，3个月期国债到期收益率从1月底的7.91%下降到3月的6.08%，这是市场在1970年2~3月能够反弹的主要原因。,1
1970年3月26日，美联储宣布对非成员银行提供紧急信用便利,0
在政策从“抗通胀”到“抗衰退”转变过程中，道琼斯工业指数从2月初的744点上涨到4月上旬的793点，仅小幅上行。,1
1970年4月中旬以后，随着上市公司财报数据陆续公布，市场发现基本面情况很差，当时工业生产增速已经从下滑转为负增长，股市开始掉头向下。,2
同时，越南战争的情况也出现了新的变化。,0
1970年4月30日，理查德·尼克松总统宣布已向柬埔寨派遣美国作战部队，以摧毁在该国的共产党军队避难所。,0
在一次全国电视讲话中，总统将这次行动称为“保护美军和柬埔寨人民的必要扩展”，而不是对柬埔寨的侵略。,0
同年4月30日，7万名美军和南越军人从越南南部入侵柬埔寨,0
1970年5月1~2日，美军恢复对越南民主共和国的广平、义安两省的轰炸，进一步扩大了印度支那战争。经济衰退和战争扩大导致股市大跌，道琼斯工业指数从4月上旬的793点跌至5月末的628点，跌幅近20%。,2
这种快速的大幅下跌在1970年5月底出现转机,1
5月27日晚间，阿瑟·伯恩斯宣布放松货币政策，市场出现了几根大阳线。,1
1970年6月21日，宾州中央运输公司申请破产，对市场产生了极大的冲击。,2
宾州中央运输公司是当时美国最大的公司之一，拥有美国历史上最庞大的铁路线之一，最高峰时路网长达1万英里，其所有者宾州铁路公司是当时全球最大的上市公司之一，并保持着连续分配股利超过100年的纪录。,0
在这一时期，宾州铁路的年度预算额比美国政府还大。,0
月19日，股市收盘后，尼克松政府宣布不再为铁路运输业提供任何政府贷款，直接导致了宾州中央运输公司申请破产。,2
受此事件影响，股市在6月底至7月初快速回落。,2
1970年6月以后，经济情况有所好转，企业利润增速从第一季度的最低点回升，尽管增速仍为负增长，但有所回升。10年期国债到期收益率在6月达到最高点后回落。,1
7月24日，美联储放宽了房地产行业的贷款要求，将按揭贷款的最高比例从80%提高至90%，同时将贷款的最长年限从25年提高至30年。,0
8月17日，美联储进一步降低了存款准备金比例要求。,0
股市在7~8月间震荡上行。,1
1970年9月15日，通用汽车工人联合工会开始了为期十周的罢工，集团停产10天。,2
同年10月8日，巴黎和谈中北越方面拒绝了理查德·尼克松提出的“和平方案”。,0
10月12日，尼克松宣布美国将在圣诞节前撤回40000名军队。,0
股市在9~10月间横盘震荡。,0
1970年11月，越南战争“越南化”进程加速。,0
11月4日，美国将湄公河军基地交给南越。,0
同月10日，美国在东南亚战事中无人员伤亡，这是五年来第一次。,0
同时，美联储宣布降息，将贴现利率从6.0%下调至5.75%，并在11月30日再次降息，将贴现利率从5.75%下调至5.5%。,0
整体经济基本面也在好转，工业生产指数在10月见底，股市从11月中旬开始摆脱震荡进入上行阶段。,1
进入 1970 年 12 月利率仍在进一步快速大幅下行， 3 个月期国债到期收益率到 12 月中旬已经下破3.0% ，相比年初高点时的7.91% ，年内利率下行已经有 300 个基点。,0
股市在同年12月加速上涨，最终以全年最高点位收盘。,1
道琼斯工业指数在1970年底最终收于839点，全年上涨4.8%（见图3-3）。,1
1971年4月10日至17日，美国乒乓球代表团在日本名古屋参加第三十一届世界乒乓球锦标赛，并应中国乒乓球代表团的邀请访问中国，打开了隔绝22年的中美交流的大门，这一事件被国际媒体誉为“乒乓外交”。,0
到1971年4月底，美股连涨4个月，道琼斯工业指数最高站上了958点，全年累计上涨14%。1月3日，美联储继续降息，将贴现利率从7.75%下降至7.25%。,1
从1971年5月开始，股市急转直下，市场下跌的原因主要有两个：一是从1971年4月开始，利率回升，这一过程大致持续到1971年7月；二是美国国际收支不平衡加剧，引发了美元危机。,2
从1971年3月起，美元不断流入欧洲国家，到5月已经引发了严重的金融风暴，出现了美元危机。,2
5月5日，奥地利央行、比利时央行、荷兰央行和瑞士央行宣布暂停外汇交易。,0
5月10日，联邦德国允许马克汇率浮动，紧接着荷兰也开始浮动，奥地利先令和瑞士法郎分别升值了5%和7.1%。,1
此次美元危机主要源于美国国际收支的不平衡。在1971年以前，美国的国际收支大多是顺差。,2
1971年开始，这种情况发生了变化。从1971年第二季度到1972年第四季度，美国经济项目始终逆差，导致美元面临越来越大的压力。,2
股市从1971年5月后开始下跌，整个5月几乎一路下滑。,2
到6月初，联邦德国为了控制美元流入带来的流动性泛滥，增加了15%的商业银行存款准备金要求，美元危机稍有缓解。,1
股市在1971年6月初小幅反弹几日后，随即继续下跌。,2
6月10日，美国宣布终止对中国的贸易禁令。,0
到6月中旬，为了控制外资流入，联邦德国政府甚至加税，将企业所得税的最高税率从31%提高到36%，将个人所得税的最高税率从33%提高到36%。,0
1971年7月初，白宫发言人齐格勒（Ziegler）表示，理查德·尼克松总统已将财政部部长约翰·康纳利（John B. Connally Jr）作为经济政策代言人。康纳利向媒体表示，理查德·尼克松总统不会推行强制的工资和价格管制，也不会增加财政支出。,0
受此影响，美股在1971年6月底至7月初出现了一波反弹，这波反弹的力度大于同年6月初的反弹，但反弹后很快继续进入下跌通道。,2
1971年7月9日至11日，美国总统国家安全事务助理基辛格秘密访华，为理查德·尼克松的访华进行预备性会谈。,0
同年7月15日，理查德·尼克松宣布将访华，结束了近四分之一世纪的中美敌对关系。,0
可是在第二次世界大战中，德国却从法国和比利时的边境线进攻，绕过马其诺防线，并迅速占领了法国。,0
同日，美联储宣布加息，将贴现利率从4.75%上调至5.0%，这一加息举措超出了市场预期。,0
股市从1971年4月底的高点958点开始下跌，到8月上旬最低跌至840点。,2
下跌的主要原因是美元危机以及由此引发的美国国内利率上升。虽然通胀在这一期间没有明显上升，但从1971年4月至7月，联邦基金利率上升超过了200个基点。,2
1971年8月15日，理查德·尼克松总统宣布实行“新经济政策”，包括：实行90天的工资和物价冻结。,0
对进口到美国的商品征收10%的进口附加税。,0
1971年8月15日当天是周日，股市未交易，但尼克松的政策在政治上和经济上都被认为是成功的，因为很多美国大众认为是海外市场的美元流动导致了他们经受通货膨胀。理查德·尼克松的政策被预期能够使美元汇率平稳。,1
股市在1971年8月16日开盘后大涨，道琼斯工业指数上涨33点（3.85%）。,1
这波上涨持续到同年9月初，道琼斯工业指数从低点840点上涨到高点921点。,1
到1971年9月中旬，市场开始担忧90天物价和工资冻结后的政策效果，因为第一阶段冻结只是暂时的，第二阶段的工资和物价管制将对企业利润产生极大影响。市场在等待政策细节的明确，理查德·尼克松承诺在同年10月中旬公布政策细节。,0
1971年10月初，理查德·尼克松在讲话中提到了一些新的管制政策，市场感到失望。,0
同年11月10日，美联储降息，将贴现利率从5.0%降低到4.75%。,0
1971年11月13日，理查德·尼克松公布了经济管制计划第二阶段（Phase Two）的细节，要求工资涨幅控制在每年3.5%以内，物价涨幅控制在2.5%以内。,0
在从1971年9月至11月的经济管制计划过程中，尽管联邦储备已经降息，但由于不确定性，市场大幅下跌，道琼斯工业指数从高点921点跌至11月的低点791点，跌幅达13%。,2
工资管制的出台使市场发现政策相对灵活。1971年11月下旬，随着工工资和价格管制的指引出台，市场发现政策比较灵活。,0
同时，市场对将于11月30日在多国集团举行的“十国集团”会议有积极预期，会议取得了积极成果，预计会有更多稳定政策出台。,1
1971年12月3日，美联储将证券交易的保证金要求从65%降低到55%，货币政策再次放松。,0
12月10日，美联储再次降息，将贴现利率从4.75%降低到4.5%。,0
12月18日，“十国集团”在华盛顿继续会议，会议通过了《史密森协定》（Smithsonian Agreement），其主要内容包括：美元对黄金贬值7.89%，每盎司黄金的官方价格由35美元提高到38美元，这是自1934年以来美元首次贬值。,0
调整汇率平价，美元对十国集团货币平均贬值10%，其他主要欧美货币升值。,0
非储备货币对美元的波动允许幅度由±1%调整为±2.25%。,0
美国政府取消了10%的临时进口附加税。,0
在货币政策放松和美元协议达成的背景下，从1971年11月下旬到12月，股市持续回升。,1
紧张、激烈、波折的1971年终于过去了，道琼斯工业指数1971年底最终收于890点，全年上涨6.1%,1
指数在1971年9月将贴现利率从6.0%下调至5.75%后，进一步将贴现利率从5.75%降至5.0%。,0
同一天，荷兰央行也将贴现利率从5.0%下调至4.75%。,0
美国财政部1972年1月7日发行的13周短期国债利率降至3.0%，创下1963年以来的最低利率。,0
货币利率的下行导致包括长期国债、信用债券、CD、银行信贷等整体利率中枢出现下降。,0
同年1月20日，理查德·尼克松总统向国会提交了财政预算，财政赤字依旧很高。理查德·尼克松称该预算为“扩张性”但并非“通胀性”，市场担心财政赤字可能引发通胀，因此连续调整了几日。,2
